"MM Retake","","","","","","","","",""
"Adicionar descrição do quadro","","","","","","","","",""
"","","","","","","","","",""
"101 Bagunça Implacável","","","","","","","","",""
"Name","ANIM","COMP","JULIETA E/OU LÚCIO","Responsável","Espelho","BG v1","MM Animação","ANIM PRAZO","COMP PRAZO"
"170","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","170","",""
"180","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","180","",""
"190","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","190","",""
"200","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","200","",""
"210","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","210","",""
"220","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","220","",""
"230","","","","","APROVADO DIR. GERAL","","230","",""
"240","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","240","",""
"250","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","250","",""
"260","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","260","",""
"270","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","270","",""
"280","","","","","APROVADO DIR. GERAL","","280","",""
"290","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","290","",""
"300","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","300","",""
"310","","","","","APROVADO DIR. GERAL","","310","",""
"320","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","320","",""
"330","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","330","",""
"340","","","","","APROVADO DIR. GERAL","","340","",""
"350","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","350","",""
"360","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","360","",""
"370","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","370","",""
"380","","","","","APROVADO DIR. GERAL","","380","",""
"390","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","390","",""
"400","","","","","APROVADO DIR. GERAL","","400","",""
"410","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","410","",""
"420","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","420","",""
"430","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","430","",""
"440","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","440","",""
"450","","","","","APROVADO DIR. GERAL","","450","",""
"460","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","460","",""
"470","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","470","",""
"480","","","","","APROVADO DIR. GERAL","","480","",""
"490","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","490","",""
"500","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","500","",""
"510","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","510","",""
"520","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","520","",""
"530","","","","","APROVADO DIR. GERAL","","530","",""
"540","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","540","",""
"550","","","","","APROVADO DIR. GERAL","","550","",""
"560","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","560","",""
"570","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","570","",""
"580","","","","","APROVADO DIR. GERAL","","580","",""
"590","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","590","",""
"600","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","600","",""
"610","","","","","JUNTOU","","610","",""
"620","","","","","APROVADO DIR. GERAL","","620","",""
"630","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","630","",""
"640","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","640","",""
"650","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","650","",""
"660","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","660","",""
"670","","","","","APROVADO DIR. GERAL","","670","",""
"680","","","","","APROVADO DIR. GERAL","","680","",""
"690","","","","","APROVADO DIR. GERAL","","690","",""
"700","","","","","APROVADO DIR. GERAL","","700","",""
"710","","","","","APROVADO DIR. GERAL","","710","",""
"720","","","","","APROVADO DIR. GERAL","","720","",""
"730","","","","","APROVADO DIR. GERAL","","730","",""
"740","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","740","",""
"750","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","750","",""
"760","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","760","",""
"770","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","770","",""
"780","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","780","",""
"790","","","","","APROVADO DIR. GERAL","","790","",""
"800","","","","","APROVADO DIR. GERAL","","800","",""
"810","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","810","",""
"820","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","820","",""
"830","","","","","APROVADO DIR. GERAL","","830","",""
"840","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","840","",""
"850","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","850","",""
"860","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","860","",""
"870","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","870","",""
"880","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","880","",""
"890","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","890","",""
"900","","","","","APROVADO DIR. GERAL","","900","",""
"910","","","","","APROVADO DIR. GERAL","","910","",""
"920","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","920","",""
"930","","","","","APROVADO DIR. GERAL","","930","",""
"940","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","940","",""
"950","","","","","APROVADO DIR. GERAL","","950","",""
"960","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","960","",""
"970","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","970","",""
"980","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","980","",""
"990","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","990","",""
"1000","","","","","APROVADO DIR. GERAL","","1000","",""
"1001","","","","","APROVADO DIR. GERAL","","1001","",""
"1010","","","","","APROVADO DIR. GERAL","","1010","",""
"1020","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1020","",""
"1030","","","","","APROVADO DIR. GERAL","","1030","",""
"1040","","","","","APROVADO DIR. GERAL","","1040","",""
"1050","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1050","",""
"1060","","","","","APROVADO DIR. GERAL","","1060","",""
"1070","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1070","",""
"1080","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1080","",""
"1090","","","","","APROVADO DIR. GERAL","","1090","",""
"1100","","","","","APROVADO DIR. GERAL","","1100","",""
"1110","","","","","APROVADO DIR. GERAL","","1110","",""
"1120","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1120","",""
"1130","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","1130","2022-05-02","2022-05-03"
"1140","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","1140","2022-05-02","2022-05-03"
"1150","DISPONÍVEL","","","","APROVADO DIR. GERAL","","1150","",""
"1160","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","1160","2022-05-02","2022-05-03"
"1170","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1170","",""
"1180","","","","","APROVADO DIR. GERAL","","1180","",""
"1190","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1190","",""
"1200","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1200","",""
"1210","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1210","",""
"1220","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1220","",""
"1230","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1230","",""
"1240","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1240","",""
"1250","","","","","APROVADO DIR. GERAL","","1250","",""
"1260","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1260","",""
"1270","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1270","",""
"1280","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1280","",""
"1290","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1290","",""
"1300","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1300","",""
"1310","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1310","",""
"1320","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1320","",""
"1330","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1330","",""
"1340","","","","","APROVADO DIR. GERAL","","1340","",""
"1350","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1350","",""
"1360","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1360","",""
"1370","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1370","",""
"1380","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1380","",""
"1390","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1390","",""
"1400","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1400","",""
"1410","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1410","",""
"1420","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","1420","2022-05-02","2022-05-03"
"1430","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1430","",""
"1431","","","ATUALIZAR COR","","APROVADO DIR. GERAL","v","1431","",""
"1432","","","","","","","1432","",""
"1440","","","","","APROVADO DIR. GERAL","","1440","",""
"1450","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1450","",""
"1460","","","","","APROVADO DIR. GERAL","","1460","",""
"1470","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1470","",""
"1480","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1480","",""
"1490","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1490","",""
"1500","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1500","",""
"1510","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1510","",""
"1520","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1520","",""
"1530","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1530","",""
"1540","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1540","",""
"1550","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1550","",""
"1560","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1560","",""
"1570","","","","","APROVADO DIR. GERAL","","1570","",""
"1580","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1580","",""
"1590","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1590","",""
"1600","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1600","",""
"1610","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1610","",""
"1620","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1620","",""
"1630","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1630","",""
"1640","","","","","APROVADO DIR. GERAL","","1640","",""
"1650","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","1650","2022-05-02","2022-05-03"
"1660","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1660","",""
"1670","","","","","APROVADO DIR. GERAL","","1670","",""
"1680","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1680","",""
"1690","","","","","APROVADO DIR. GERAL","","1690","",""
"1700","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","1700","2022-05-02","2022-05-03"
"1710","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1710","",""
"1720","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","1720","2022-05-02","2022-05-03"
"1730","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1730","",""
"1740","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1740","",""
"1750","","","","","APROVADO DIR. GERAL","","1750","",""
"1760","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1760","",""
"1770","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","1770","2022-05-02","2022-05-03"
"1780","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1780","",""
"1790","","","","","APROVADO DIR. GERAL","","1790","",""
"1800","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","1800","2022-05-02","2022-05-03"
"1810","","","","","APROVADO DIR. GERAL","","1810","",""
"1820","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1820","",""
"1830","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1830","",""
"1840","","","","","APROVADO DIR. GERAL","","1840","",""
"1850","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1850","",""
"1860","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1860","",""
"1870","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1870","",""
"1880","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1880","",""
"1890","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1890","",""
"1900","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1900","",""
"1910","","","","","APROVADO DIR. GERAL","","1910","",""
"1920","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1920","",""
"1930","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1930","",""
"1940","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1940","",""
"1950","","","","","APROVADO DIR. GERAL","","1950","",""
"1960","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1960","",""
"1970","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1970","",""
"1980","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1980","",""
"1990","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","1990","",""
"2000","","","","","APROVADO DIR. GERAL","","2000","",""
"2030","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","2030","2022-05-02","2022-05-03"
"2040","","","","","APROVADO DIR. GERAL","","2040","",""
"2050","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2050","",""
"2060","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2060","",""
"2070","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2070","",""
"2080","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2080","",""
"2090","","","","","APROVADO DIR. GERAL","","2090","",""
"2100","","","","","APROVADO DIR. GERAL","","2100","",""
"2110","","","","","APROVADO DIR. GERAL","","2110","",""
"2120","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2120","",""
"2130","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2130","",""
"2140","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","2140","2022-05-02","2022-05-03"
"2150","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2150","",""
"2160","","","","","APROVADO DIR. GERAL","","2160","",""
"2170","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","2170","2022-05-02","2022-05-03"
"2180","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2180","",""
"2190","","","","","APROVADO DIR. GERAL","","2190","",""
"2200","","","","","JUNTOU","","2200","",""
"2210","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2210","",""
"2220","","","","","APROVADO DIR. GERAL","","2220","",""
"2230","","","","","APROVADO DIR. GERAL","","2230","",""
"2240","","","","","APROVADO DIR. GERAL","","2240","",""
"2250","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","2250","2022-05-02","2022-05-03"
"2260","","","","","APROVADO DIR. GERAL","","2260","",""
"2270","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","2270","2022-05-02","2022-05-03"
"2280","","","","","APROVADO DIR. GERAL","","2280","",""
"2290","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","2290","2022-05-02","2022-05-03"
"2300","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","2300","2022-05-02","2022-05-03"
"2310","","","","","APROVADO DIR. GERAL","","2310","",""
"2320","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2320","",""
"2330","","","","","APROVADO DIR. GERAL","","2330","",""
"2340","","","","","APROVADO DIR. GERAL","","2340","",""
"2350","","","","","APROVADO DIR. GERAL","","2350","",""
"2360","","","","","APROVADO DIR. GERAL","","2360","",""
"2370","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2370","",""
"2380","","","","","APROVADO DIR. GERAL","","2380","",""
"2390","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2390","",""
"2400","","","","","APROVADO DIR. GERAL","","2400","",""
"2410","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2410","",""
"2420","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2420","",""
"2430","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2430","",""
"2440","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2440","",""
"2450","","","","","APROVADO DIR. GERAL","","2450","",""
"2460","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2460","",""
"2470","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2470","",""
"2480","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2480","",""
"2490","DISPONÍVEL","","","Fits","APROVADO DIR. GERAL","","2490","2022-05-02","2022-05-03"
"2500","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2500","",""
"2510","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","2510","2022-05-02","2022-05-03"
"2520","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2520","",""
"2530","","","","","APROVADO DIR. GERAL","","2530","",""
"2540","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2540","",""
"2550","","","","","APROVADO DIR. GERAL","","2550","",""
"2560","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2560","",""
"2570","","","ATUALIZAR COR","","APROVADO DIR. GERAL","","2570","",""
"2580","DISPONÍVEL","","ATUALIZAR COR","Fits","APROVADO DIR. GERAL","","2580","2022-05-02","2022-05-03"
"","","","","","","","","2022-05-02","2022-05-03"
"","","","","","","","","",""
"110 O Segredo do Clube Secreto","","","","","","","","",""
"Name","ANIM","COMP","JULIETA E/OU LÚCIO","Responsável","Espelho","BG v1","MM Animação","ANIM PRAZO","COMP PRAZO"
"10","","","","","LIBERADO DIR.","","10","",""
"80","","","","","APROVADO SUP","","80","",""
"320","","","","","APROVADO SUP","","320","",""
"390","","","","","APROVADO SUP","","390","",""
"560","","","","","APROVADO SUP","","560","",""
"580","","","","","Note Chat","","580","",""
"590","","","","","Note Chat","","590","",""
"740","","","","","Note Chat","","740","",""
"860","","","","","APROVADO SUP","","860","",""
"920","","","","","APROVADO SUP","","920","",""
"930","","","","","APROVADO SUP","","930","",""
"960","","","","","APROVADO SUP","","960","",""
"980","","","","","APROVADO SUP","","980","",""
"1000","","","","","APROVADO SUP","","1000","",""
"1680","","","","","APROVADO SUP","","1680","",""
"1720","","","","","APROVADO SUP","","1720","",""
"1740","","","","","APROVADO SUP","","1740","",""
"1760","","","","","APROVADO SUP","","1760","",""
"2150","","","","","APROVADO SUP","","2150","",""
"2160","","","","","JUNTOU","","2160","",""
"2200","","","","","","","2200","",""
"1370","","","","","APROVADO SUP","","1370","",""
"1320","","","","","APROVADO SUP","","1320","",""
"1080","","","","","APROVADO SUP","","1080","",""
"1100","","","","","APROVADO SUP","","1100","",""
"1800","","","","","APROVADO SUP","","1800","",""
"1500","","","","","APROVADO SUP","","1500","",""
"1250","","","","","","","1250","",""
"1420","","","","","APROVADO SUP","","1420","",""
"1620","","","","","Note Script","","1620","",""
"900","","","","","APROVADO SUP","","900","",""
"2090","","","","","APROVADO SUP","","2090","",""
"1230","","","","","APROVADO SUP","","1230","",""
"300","","","","","APROVADO SUP","","300","",""
"1120","","","","","APROVADO SUP","","1120","",""
"1820","","","","","APROVADO DIR. GERAL","","1820","",""
"1200","","","","","APROVADO SUP","","1200","",""
"810","","","","","Note Chat","","810","",""
"2040","","","","","Note Chat","","2040","",""
"1090","","","","","","","1090","",""
"1440","","","","","APROVADO SUP","","1440","",""
"1300","","","","","APROVADO SUP","","1300","",""
"1910","","","","","APROVADO SUP","","1910","",""
"2030","","","","","APROVADO SUP","","2030","",""
"1330","","","","","APROVADO SUP","","1330","",""
"2180","","","","","","","2180","",""
"680","","","","","Note Chat","","680","",""
"1690","","","","","","","1690","",""
"1380","","","","","APROVADO SUP","","1380","",""
"1210","","","","","APROVADO SUP","","1210","",""
"330","","","","","Note Chat","","330","",""
"520","","","","","Note Chat","","520","",""
"2000","","","","","APROVADO SUP","","2000","",""
"660","","","","","APROVADO SUP","","660","",""
"1590","","","","","","","1590","",""
"500","","","","","Note Chat","","500","",""
"250","","","","","Note Chat","","250","",""
"1930","","","","","APROVADO DIR. GERAL","","1930","",""
"1290","","","","","APROVADO SUP","","1290","",""
"370","","","","","APROVADO SUP","","370","",""
"2120","","","","","Para Aprovação","","2120","",""
"1480","","","","","Note Chat","","1480","",""
"1950","","","","","Note Chat","","1950","",""
"1040","","","","","APROVADO SUP","","1040","",""
"1150","","","","","APROVADO SUP","","1150","",""
"1540","","","","","APROVADO SUP","","1540","",""
"970","","","","","APROVADO SUP","","970","",""
"340","","","","","Note Chat","","340","",""
"1450","","","","","APROVADO SUP","","1450","",""
"1010","","","","","Note Chat","","1010","",""
"1030","","","","","APROVADO SUP","","1030","",""
"730","","","","","APROVADO SUP","","730","",""
"110","","","","","Note Chat","","110","",""
"1190","","","","","APROVADO SUP","","1190","",""
"1530","","","","","","","1530","",""
"100","","","","","Para Aprovação","","100","",""
"1490","","","","","APROVADO SUP","","1490","",""
"1360","","","","","APROVADO SUP","","1360","",""
"2170","","","","","","","2170","",""
"140","","","","","Note Chat","","140","",""
"940","","","","","APROVADO SUP","","940","",""
"600","","","","","APROVADO SUP","","600","",""
"1460","","","","","Em execução","","1460","",""
"1990","","","","","APROVADO SUP","","1990","",""
"240","","","","","APROVADO DIR. GERAL","","240","",""
"1730","","","","","APROVADO SUP","","1730","",""
"1860","","","","","Note Chat","","1860","",""
"210","","","","","APROVADO DIR. GERAL","","210","",""
"530","","","","","APROVADO DIR. GERAL","","530","",""
"130","","","","","Note Chat","","130","",""
"1510","","","","","APROVADO SUP","","1510","",""
"1260","","","","","APROVADO SUP","","1260","",""
"650","","","","","APROVADO SUP","","650","",""
"2060","","","","","APROVADO SUP","","2060","",""
"700","","","","","APROVADO SUP","","700","",""
"1660","","","","","APROVADO SUP","","1660","",""
"1390","","","","","APROVADO SUP","","1390","",""
"380","","","","","APROVADO DIR. GERAL","","380","",""
"770","","","","","APROVADO DIR. GERAL","","770","",""
"830","","","","","APROVADO SUP","","830","",""
"890","","","","","APROVADO DIR. GERAL","","890","",""
"60","","","","","APROVADO SUP","","60","",""
"420","","","","","APROVADO DIR. GERAL","","420","",""
"2110","","","","","APROVADO SUP","","2110","",""
"640","","","","","Note Chat","","640","",""
"450","","","","","Note Chat","","450","",""
"1550","","","","","APROVADO SUP","","1550","",""
"1070","","","","","Note Chat","","1070","",""
"1130","","","","","Note Chat","","1130","",""
"1900","","","","","APROVADO DIR. GERAL","","1900","",""
"1140","","","","","APROVADO SUP","","1140","",""
"910","","","","","APROVADO DIR. GERAL","","910","",""
"70","","","","","APROVADO DIR. GERAL","","70","",""
"440","","","","","APROVADO SUP","","440","",""
"1350","","","","","APROVADO SUP","","1350","",""
"30","","","","","APROVADO DIR. GERAL","","30","",""
"1610","","","","","APROVADO SUP","","1610","",""
"280","","","","","APROVADO SUP","","280","",""
"850","","","","","APROVADO SUP","","850","",""
"1400","","","","","","","1400","",""
"1810","","","","","APROVADO SUP","","1810","",""
"1240","","","","","","","1240","",""
"620","","","","","APROVADO SUP","","620","",""
"120","","","","","APROVADO DIR. GERAL","","120","",""
"2210","","","","","","","2210","",""
"1850","","","","","APROVADO SUP","","1850","",""
"1280","","","","","APROVADO SUP","","1280","",""
"1700","","","","","APROVADO SUP","","1700","",""
"540","","","","","APROVADO DIR. GERAL","","540","",""
"710","","","","","APROVADO SUP","","710","",""
"1650","","","","","APROVADO SUP","","1650","",""
"880","","","","","Note Chat","","880","",""
"760","","","","","APROVADO DIR. GERAL","","760","",""
"490","","","","","Note Chat","","490","",""
"720","","","","","APROVADO SUP","","720","",""
"1600","","","","","APROVADO SUP","","1600","",""
"840","","","","","APROVADO DIR. GERAL","","840","",""
"610","","","","","APROVADO SUP","","610","",""
"200","","","","","APROVADO DIR. GERAL","","200","",""
"1050","","","","","APROVADO SUP","","1050","",""
"1060","","","","","Note Chat","","1060","",""
"1170","","","","","APROVADO SUP","","1170","",""
"750","","","","","APROVADO SUP","","750","",""
"690","","","","","APROVADO SUP","","690","",""
"1890","","","","","APROVADO SUP","","1890","",""
"1520","","","","","APROVADO SUP","","1520","",""
"1790","","","","","APROVADO SUP","","1790","",""
"290","","","","","APROVADO DIR. GERAL","","290","",""
"1310","","","","","APROVADO SUP","","1310","",""
"2140","","","","","APROVADO DIR. GERAL","","2140","",""
"1670","","","","","APROVADO SUP","","1670","",""
"1410","","","","","","","1410","",""
"2070","","","","","Note Chat","","2070","",""
"40","","","","","APROVADO DIR. GERAL","","40","",""
"1750","","","","","APROVADO SUP","","1750","",""
"150","","","","","APROVADO SUP","","150","",""
"870","","","","","APROVADO DIR. GERAL","","870","",""
"1880","","","","","Note Chat","","1880","",""
"630","","","","","Note Chat","","630","",""
"430","","","","","APROVADO DIR. GERAL","","430","",""
"1220","","","","","APROVADO SUP","","1220","",""
"1560","","","","","APROVADO SUP","","1560","",""
"790","","","","","APROVADO SUP","","790","",""
"1580","","","","","APROVADO SUP","","1580","",""
"1470","","","","","APROVADO SUP","","1470","",""
"2020","","","","","APROVADO SUP","","2020","",""
"1710","","","","","APROVADO SUP","","1710","",""
"50","","","","","LIBERADO DIR.","","50","",""
"180","","","","","Para Aprovação","","180","",""
"260","","","","","Note Chat","","260","",""
"1110","","","","","APROVADO SUP","","1110","",""
"350","","","","","Note Chat","","350","",""
"1270","","","","","APROVADO SUP","","1270","",""
"460","","","","","Note Chat","","460","",""
"550","","","","","Em execução","","550","",""
"1840","","","","","Note Chat","","1840","",""
"1980","","","","","APROVADO SUP","","1980","",""
"1940","","","","","Note Chat","","1940","",""
"990","","","","","APROVADO SUP","","990","",""
"1340","","","","","APROVADO SUP","","1340","",""
"1960","","","","","Note Chat","","1960","",""
"270","","","","","APROVADO DIR. GERAL","","270","",""
"1430","","","","","Note Chat","","1430","",""
"2190","","","","","","","2190","",""
"1570","","","","","APROVADO SUP","","1570","",""
"1770","","","","","APROVADO SUP","","1770","",""
"1630","","","","","","","1630","",""
"950","","","","","APROVADO SUP","","950","",""
"570","","","","","APROVADO SUP","","570","",""
"190","","","","","APROVADO DIR. GERAL","","190","",""
"90","","","","","APROVADO DIR. GERAL","","90","",""
"510","","","","","Note Chat","","510","",""
"2080","","","","","APROVADO SUP","","2080","",""
"1830","","","","","APROVADO SUP","","1830","",""
"480","","","","","Note Chat","","480","",""
"800","","","","","APROVADO DIR. GERAL","","800","",""
"820","","","","","APROVADO DIR. GERAL","","820","",""
"20","","","","","LIBERADO DIR.","","20","",""
"780","","","","","Note Chat","","780","",""
"1640","","","","","","","1640","",""
"1160","","","","","","","1160","",""
"1970","","","","","APROVADO SUP","","1970","",""
"400","","","","","APROVADO DIR. GERAL","","400","",""
"170","","","","","APROVADO SUP","","170","",""
"670","","","","","APROVADO DIR. GERAL","","670","",""
"160","","","","","APROVADO DIR. GERAL","","160","",""
"2010","","","","","APROVADO SUP","","2010","",""
"2100","","","","","Note Chat","","2100","",""
"1780","","","","","APROVADO SUP","","1780","",""
"1870","","","","","APROVADO SUP","","1870","",""
"1020","","","","","APROVADO DIR. GERAL","","1020","",""
"2050","","","","","APROVADO SUP","","2050","",""
